bundle,key,english,zh_hans,source
Resources.bundle,RESET_SETTINGS_ALL_DATA_FOOTER,Reset all your Watusi settings,重置你的所有 Watusi 设置。,key_override
Resources.bundle,CALL_CONFIRM_RECENTS_LABEL,Confirm Call Tap In Recents,在最近通话中确认点击,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_DESC,Text matching will only run for messages of text type,文本匹配仅对文本类型的消息生效。,key_override
Resources.bundle,DELIVERED_COLOR_LABEL,Delivered Color,送达颜色,key_override
Resources.bundle,ADD,Add,添加,key_override
Resources.bundle,SHARE_SHEET_PHOTO_LIBRARY_BUTTON,Photo Library,照片库,key_override
Resources.bundle,CARRIER_CALL_BUTTON,Carrier Call,运营商通话,key_override
Resources.bundle,GROUPS_LIST_BROADCAST_LABEL,Broadcasts,广播列表,key_override
Resources.bundle,NEVER_SEND_TYPING_TO,Never Send Typing to...,绝不向以下对象发送输入状态...,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_TEXT,Text,文本,value_override
Resources.bundle,STATUS_DISABLE_AUTO_MARK_VIEWED_WHITELIST_LABEL,Force Send Viewed to...,强制向以下对象发送已查看回执...,key_override
Resources.bundle,EXPORT_SETTINGS_ALL_DATA_FOOTER,"All settings below will be exported in a ZIP file, you can later import that ZIP inside import section",下方所有设置将导出为 ZIP 文件，之后你可以在导入分区中导入该 ZIP。,key_override
Resources.bundle,AUTO_REPLY_DELAY_FIVE_MINUTES_SHORT,5 mins,5 分,key_override
Resources.bundle,CHAT_LIST_FILTER_UNSAVED_TITLE,Unsaved,未保存,value_override
Resources.bundle,ADD_STICKERS_IMPORT_ZIP_FROM_FILES_APP,Import ZIP from Files,从“文件”导入 ZIP,key_override
Resources.bundle,BYPASS_APP_PROTECTION_LABEL,Bypass App Protection,绕过应用保护,key_override
Resources.bundle,NEW_CHAT_OPTIONS_ALERT_INPUT_BUTTON,Enter Phone Number,输入电话号码,key_override
Resources.bundle,CHAT_DETAILS_CONTACT,Contact,联系人,value_override
Resources.bundle,AUTO_REPLY_MESSAGE_WEB_REQUEST_FORMAT_LABEL,Web Request Format,Web 请求格式,key_override
Resources.bundle,DELIVERY_RECEIPTS_BUTTON,Delivery Receipts,送达回执,value_override
Resources.bundle,MANABE_TAGS_ORGANIZE_CAMERA_TAB_TITLE,Camera,相机,key_override
Resources.bundle,RELAUNCH,Relaunch,重新启动,key_override
Resources.bundle,SHARE_SHEET_ACTIVE_BUTTONS,Active Buttons,已启用按钮,key_override
Resources.bundle,PHOTO_LIBRARY_DOCUMENT_COULD_NOT_SEND_DOCUMENT,Could not send document,无法发送文档,key_override
Resources.bundle,ARCHIVE_LOCK_UNLOCK_BUTTON,Unlock,解锁,value_override
Resources.bundle,STATUS_ARCHIVE_VIEWERS_SINGULAR_TEXT,Viewer,查看者,key_override
Resources.bundle,STATUS_ARCHIVE_DROPDOWN_ADD_CONTACT,Add Contact,添加联系人,value_override
Resources.bundle,STARRED_MESSAGES_PROTECTION_ENABLE_LABEL,Protect Starred Messages,保护星标消息,key_override
Resources.bundle,SEND_RETURN_KEY_LABEL,Send Return Key,发送回车键,key_override
Resources.bundle,MESSAGE_FORWARD_LABEL,Message Forward,消息转发,key_override
Resources.bundle,MESSAGE_FORWARD_NO_CONTACTS_MESSAGE,No contacts selected,未选择联系人,key_override
Resources.bundle,MESSAGE_SCHEDULER_NEW_SCHEDULED_MESSAGE,New Schedule,新建定时消息,key_override
Resources.bundle,LATER,Later,稍后,key_override
Resources.bundle,CHAT_DETAILS_ALL_SENT_MESSAGES_HEADER,Sent Messages,已发送的消息,key_override
Resources.bundle,TWEAK_LANGUAGE_AUTO_OPTION,Auto,自动,key_override
Resources.bundle,GROUP_AND_BROADCAST_SELECT_ALL_LABEL,Group/Broadcast Select All,群组/广播全选,key_override
Resources.bundle,FORCE_RECEIPTS_ON_REPLY_LABEL,Send After Reply,回复后发送,key_override
Resources.bundle,MEDIA_DISABLE_SAVE_OUTGOING_LABEL,Disable Saving Captured Media,禁止保存拍摄媒体,key_override
Resources.bundle,MANAGE_TABS_ORGANIZE_TITLE,Tab Bar Items,标签栏项目,key_override
Resources.bundle,DISABLE_DELIVERY_RECEIPTS_WARNING,Warning! Enabling this feature will cause a delay in messages because WhatsApp server will stop sending you new messages once you have a lot of pending messages on server waiting to be marked as delivered. It is not possible to fix this since its server-sided.,警告！启用此功能会导致消息延迟，因为当服务器上积压了大量等待标记为已送达的消息时，WhatsApp 服务器会停止向你发送新消息。这个问题是服务端造成的，无法修复。,key_override
Resources.bundle,AUTO_REPLY_TIME_RANGE_DAY_LABEL,Day,日期,key_override
Resources.bundle,FORCE_SEND_TYPING_TO,Force Send Typing to...,强制向以下对象发送输入状态...,key_override
Resources.bundle,ARCHIVE_LOCK_UNARCHIVE_ACTION_BUTTON,Unlock & Unarchive,解锁并取消归档,key_override
Resources.bundle,MESSAGE_SCHEDULER_CREATE_RECIPIENTS,Recipients,接收对象,value_override
Resources.bundle,KEYBOARD_STYLE_DARK_BLUE,Dark & Blue,深色与蓝色,key_override
Resources.bundle,DISABLE_FORWARD_INDICATOR_DESC,Disable showing forwarded indicator when forwarding a message to your contacts,将消息转发给联系人时，不显示“已转发”标记。,key_override
Resources.bundle,MESSAGE_STATUS_FOOTER_SECTION_TITLE,Message Status Footer,消息状态页脚,key_override
Resources.bundle,EDIT_THEME,Edit Theme,编辑主题,key_override
Resources.bundle,FAQ_SECTION_SHORT_TITLE,FAQs,常见问题,key_override
Resources.bundle,SETTINGS_SECTION_TITLE,Settings,设置,key_override
Resources.bundle,CHAT_PROTECTION_UNLOCK_BUTTON,Unlock,解锁,value_override
Resources.bundle,PRIVATE_NOTIFICATION_FILTER_CONTACTS_LABEL,Filter List,筛选列表,key_override
Resources.bundle,STATUS_DOWNLOAD_IMAGE_SAVE_TO_LIBRARY,Save Image to Library,保存图片到相册,value_override
Resources.bundle,AUTO_REPLY_DELAY_HEADER,Delay,延迟,key_override
Resources.bundle,THEME_FILE_IMPORT_FAILED_TITLE,Invalid Theme File,无效的主题文件,key_override
Resources.bundle,ALLOW_VIEW_ONCE_SCREENSHOT_DESC,Disable Screenshot and Screen Recording detection in View Once media,在“一次查看”媒体中禁用截图和录屏检测。,key_override
Resources.bundle,CHATS_BACKGROUND_COLOR_LABEL,Background Colors,聊天背景颜色,key_override
Resources.bundle,GROUP_MEMBERS_MESSAGES_COUNT_LABEL,Group Members Msgs Count,群成员消息数,key_override
Resources.bundle,CUSTOM_TONES_ADD_ALERT_IMPORT_ACTION,Import from Files,从文件导入,key_override
Resources.bundle,CUSTOM_TONES_DOWNLOAD_ERROR_ALERT_TITLE,Download Error,下载错误,key_override
Resources.bundle,HELP_AND_SUPPORT_LABEL,Help & Support,帮助与支持,key_override
Resources.bundle,CLEAR_BROADCAST_BUTTON_LABEL,Clear Broadcast Chat,清空广播聊天,key_override
Resources.bundle,BYPASS_PROTECTION_SAFE_WIFI_SSIDS_LABEL,Safe WiFi SSIDs,安全 Wi-Fi SSID,key_override
Resources.bundle,ARCHIVE_LOCK_UNLOCK_TITLE,Unlock Chat,解锁聊天,key_override
Resources.bundle,MANAGE_TABS_ORGANIZE_ENABLED_SECTION_FOOTER,You can only enable 5 items at once,最多只能同时启用 5 项。,key_override
Resources.bundle,SELECT_UNLIMITED_PHOTOS_DESC,Send unlimited number of photos at once.,一次发送不限数量的照片。,key_override
Resources.bundle,TABLES_GROUPED_BACKGROUND_COLOR_LABEL,Grouped Background Color,分组背景颜色,key_override
Resources.bundle,CHAT_LIST_FILTER_LABEL,Chat List Filter & Sort,聊天列表筛选与排序,key_override
Resources.bundle,UPDATE_WITH_CONTROL_CENTER_TOGGLES_LABEL,Update Settings from CC Toggle,从控制中心开关更新设置,key_override
Resources.bundle,START_GROUP_VOICE_CALL_WITH,Start group voice call,发起群组语音通话,key_override
Resources.bundle,MUTE_SOUND_KEY_CLICKS_LABEL,Mute Key Clicks,静音按键点击声,key_override
Resources.bundle,HIDE_WEB_SETTINGS_ROW_LABEL,Hide WhatsApp Web,隐藏 WhatsApp Web,key_override
Resources.bundle,OTHER_SETTINGS_LABEL,Other Settings,其他设置,key_override
Resources.bundle,THEMES_SECTION_FOOTER,"Use the + button to create a new theme
Swipe left or long press on a theme to edit
Select a theme to set as active","使用 + 按钮创建新主题
向左滑动或长按主题可进行编辑
选择主题即可将其设为当前主题",key_override
Resources.bundle,SEND,Send,发送,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_LOCATION,Location,位置,value_override
Resources.bundle,STATUS_DOWNLOAD_BUTTON_LABEL,Show Download Button,显示下载按钮,key_override
Resources.bundle,MY_CONTACTS_BLACKLISTED_LABEL,Blacklisted Contacts,已拉黑的联系人,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_TYPE_ALL_TYPES,All Types,所有类型,key_override
Resources.bundle,STOP_HIDDEN_CHATS_NOTIF_DESC,Hidden chats will not show new messages notifications,隐藏聊天不会显示新消息通知。,key_override
Resources.bundle,SHARE_SHEET_STYLE_DARK,Dark,深色,value_override
Resources.bundle,STATUS_ACTION_SHEET_DOWNLOAD_BUTTON_TITLE,Download,下载,value_override
Resources.bundle,MANAGE_SETTINGS_AUTO_REPLIES_LABEL,Auto Replies,自动回复,key_override
Resources.bundle,STATUS_CONTACT_GROUPS_CONTACT_LABEL,Contact,联系人,value_override
Resources.bundle,AUTO_REPLY_MESSAGE_WEB_REQUEST_RESPONSE_HEADER,Response,响应,key_override
Resources.bundle,FORCE_SEND_RECEIPTS_TO,Force Send Receipts to...,强制向以下对象发送已读回执...,key_override
Resources.bundle,ADD_STICKERS_IMPORT_ZIP_FROM_DEVICE_FILES,Import ZIP from Device Files,从设备文件导入 ZIP,key_override
Resources.bundle,LOADING,Loading...,加载中...,key_override
Resources.bundle,HIDDEN_CHATS_MESSAGES,Hidden Chats Messages,隐藏聊天消息,key_override
Resources.bundle,SWIPE_FOR_CONTACT_INFO_DESC,Add a new option in the chats right swipe menu to directly check your contact info and media,在聊天右滑菜单中新增一个选项，可直接查看联系人的信息和媒体。,key_override
Resources.bundle,ENABLE,Enable,启用,value_override
Resources.bundle,DISABLE_VOIP_UNKNOWN_CONTACTS_LABEL,Unsaved Numbers,未保存号码,key_override
Resources.bundle,DISABLE_LANDSCAPE_DESC,Disable WhatsApp from rotating to landscape.,禁止 WhatsApp 旋转到横屏。,key_override
Resources.bundle,ARCHIVE_PROTECTION_ENABLE_LABEL,Protect Archived Chats,保护已归档聊天,key_override
Resources.bundle,HIDE_WEB_SETTINGS_ROW_DESC,Remove WhatsApp Web section from settings,从设置中移除 WhatsApp Web 行。,key_override
Resources.bundle,SWIPE_FOR_CONTACT_INFO_BUTTON,Info,信息,value_override
Resources.bundle,RELAUNCH_FEATURE_MESSAGE,You need to relaunch WhatsApp in order to enable this feature.,你需要重新启动 WhatsApp 才能启用此功能。,key_override
Resources.bundle,AUTO_REPLY_DELAY_CUSTOM_MINUTES_SHORT,mins,分,key_override
Resources.bundle,WHITELIST,Whitelist,白名单,value_override
Resources.bundle,STATUS_CONTACT_GROUPS_DESC,Adds the option to create contact groups and easily select/deselect them from WhatsApp contacts picker.,新增创建联系人分组的能力，并可在 WhatsApp 联系人选择器中快速全选或取消选择这些分组。,key_override
Resources.bundle,CHAT_LIST_SORT_SECTION_HEADER,Sort,排序,key_override
Resources.bundle,REVOKE_MESSAGES_DISABLE_CONTACTS_REVOKING_BY_ME_ANOTHER_DEVICE_ALERT_MESSAGE,You deleted this message from a linked device on #date,你已于 #date 从已关联设备删除这条消息,key_override
Resources.bundle,DISABLE_RECORDING_LABEL,Disable Recording Indicator,隐藏正在录音,key_override
Resources.bundle,CLEAR_CHATS_CLEAR_BUTTON,Clear,清空,value_override
Resources.bundle,UPDATE,Update,更新,value_override
Resources.bundle,AUTO_REPLY_CONFIGURATION_VALUE_ON,ON,开,key_override
Resources.bundle,APP_TINTCOLOR_LABEL,App Tint Color,应用色调,key_override
Resources.bundle,CONTINUED_AUDIO_MESSAGES_AUDIO_TITLE,Audio Message,音频消息,key_override
Resources.bundle,TAP_TO_RECORD_WARNING_MESSAGE,Enabling Tap to Record will competely disable WhatsApp option to switch between voice and video recording,启用“点按录音”会完全禁用 WhatsApp 在语音录制和视频录制之间切换的选项。,key_override
Resources.bundle,LICENSE_REQUIRED_MESSAGE,"A license is required to unlock this feature, you can get a license from inside Accounts & Ad Removal section.",此功能需要许可证才能解锁，你可以在“Accounts & Ad Removal”分区中获取许可证。,key_override
Resources.bundle,FORCE_RECEIPTS_ACTION_BUTTON_LABEL,Add Button in Chat Actions,在聊天操作中添加按钮,key_override
Resources.bundle,TEXT_SIZE_LABEL,Text Size,文本大小,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_SOURCE_WEBSERVER,Web,网络,key_override
Resources.bundle,AUTO_REPLY_DELAY_THIRTY_MINUTES_SHORT,30 mins,30 分,key_override
Resources.bundle,MANAGE_SETTINGS_ALL_DATA_LABEL,All Settings & Data,所有设置与数据,key_override
Resources.bundle,CLEAR_BROADCAST_ALERT_BUTTON,Clear,清空,value_override
Resources.bundle,SHARE_SHEET_FULL_SCREENSHOT_SUCCESS_MESSAGE,Saved Successfully,保存成功,key_override
Resources.bundle,VERSION_HISTORY_LABEL,Version History,版本历史,key_override
Resources.bundle,HIDE_CHAT_CAMERA_BUTTON_LABEL,Hide Camera,隐藏相机按钮,key_override
Resources.bundle,CANNOT_SEND_MESSAGES_TO_HIDDEN_CHATS_MESSAGE,You can not send messages to a hidden chat.,你不能向隐藏聊天发送消息。,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_EDIT_FILTER_CONTENT,Edit Filter Content,编辑筛选内容,key_override
Resources.bundle,CONTACT_ICON_NOTIFICATION_LABEL,Notification Icon,通知图标,key_override
Resources.bundle,CHAT_LIST_FILTER_ALL_TITLE,All,全部,value_override
Resources.bundle,LOCAL_NOTIFICATIONS_TYPE_LABEL,Method,方式,key_override
Resources.bundle,CREATE_NEW_THEME_ACTION_BUTTON,Create New Theme,新建主题,key_override
Resources.bundle,SHARE_DEVICE_FILES_LABEL,Share Device Files,分享设备文件,value_override
Resources.bundle,CHAT_DETAILS_ALL_MESSAGES_HEADER,Sent & Received Messages,已发送和已接收消息,key_override
Resources.bundle,STICKER_PACKS_DEFAULT_TAB,Default,默认,value_override
Resources.bundle,REDEEM_CODE,Redeem Code,兑换代码,key_override
Resources.bundle,PHOTO_LIBRARY_DOCUMENT_FILENAME_PLACEHOLDER,File Name,文件名,key_override
Resources.bundle,DELETE,Delete,删除,value_override
Resources.bundle,CONTACTS_SPOOFING_CHOOSE_PHOTO,Choose Photo,选择照片,key_override
Resources.bundle,NEW_CHAT_OPTIONS_INPUT_ALERT_BUTTON,Open Chat,打开聊天,key_override
Resources.bundle,SHARE_SHEET_FULL_SCREENSHOT_BUTTON,Full Screenshot,全屏截图,key_override
Resources.bundle,MORE_TWEAKS_CONTACTSYNC_DESC,Sync WhatsApp profile pictures with your Contacts,将 WhatsApp 头像与通讯录同步。,key_override
Resources.bundle,PRIVATE_NOTIFICATION_LABEL,Private Notifications,隐私通知,key_override
Resources.bundle,LOCAL_NOTIFICATIONS_TYPE_LOCATION_WARNING,"This feature can not be enabled if Location Services is turned off or if WhatsApp location setting is not set to 'Always'.

Go to Settings > Privacy > Location Services > Enable Location Services > Make sure WhatsApp is set to 'Always'.","如果定位服务已关闭，或 WhatsApp 的定位权限未设置为“始终”，则无法启用此功能。

前往 设置 > 隐私 > 定位服务 > 启用定位服务 > 确认 WhatsApp 已设置为“始终”。",key_override
Resources.bundle,SHOW_READ_TYPING_ON_INFO_PAGE_DESC,Show Read Receipts and Typing Indicator controls on your contact info page in order to directly enable/disable it for that contact.,在联系人信息页中显示“已读回执”和“正在输入”控制项，以便直接为该联系人启用或禁用。,key_override
Resources.bundle,HIDE_CHAT_MIC_BUTTON_LABEL,Hide Microphone,隐藏麦克风按钮,key_override
Resources.bundle,BLACK_WALLPAPER_LABEL,Black Chats Background,黑色聊天背景,key_override
Resources.bundle,FULLSCREEN_MODE_LABEL,Fullscreen mode,全屏模式,key_override
Resources.bundle,SENT_BUBBLE_OPACITY_LABEL,Sent Bubble Opacity,发送气泡不透明度,key_override
Resources.bundle,AUTO_REPLY_MESSAGE_SOURCE_LABEL,Message Source,消息来源,key_override
Resources.bundle,PRIVATE_NOTIFICATION_FILTER_NONE_LABEL,None,无,value_override
Resources.bundle,ISSUES_SECTION_SHORT_TITLE,Issues,问题,key_override
Resources.bundle,STATUS_HIDE_TABBAR_BADGES_DESC,Hide the blue dot badge on the status tab when a new status is available,当有新状态时，隐藏状态标签上的蓝点徽标。,key_override
Resources.bundle,IMPORT_SETTINGS_INVALID_PLIST_FILE_MESSAGE,The selected file is not a valid PLIST file,所选文件不是有效的 PLIST 文件。,key_override
Resources.bundle,ENABLE_FONT_STYLE_LABEL,Enable Font Style,启用字体样式,key_override
Resources.bundle,SHARE_SHEET_SHARE_DEVICE_FILES_BUTTON,Share Device Files,分享设备文件,key_override
Resources.bundle,DISABLE_VOIP_SELECTED_CONTACTS_LABEL,Selected Contacts,已选联系人,key_override
Resources.bundle,MY_CONTACTS_PRIVACY_LABEL,My Contacts Privacy,我的联系人隐私,key_override
Resources.bundle,UNHIDE_CHAT_ALERT_BUTTON,Unhide,取消隐藏,key_override
Resources.bundle,IN_APP_BROWSER_ALLOWED_DOMAINS_LABEL,Allowed Domains,允许的域名,key_override
Resources.bundle,CONTACTS_SPOOFING_ENABLE_LABEL,Enable,启用,value_override
Resources.bundle,STATUS_CONTACT_GROUPS_DELETE_GROUPS_BUTTON,Delete Groups,删除分组,key_override
Resources.bundle,FREEZE_LASTSEEN_LABEL,Freeze Lastseen,冻结最后上线,key_override
Resources.bundle,RECEIVED_MESSAGE_COLOR_LABEL,Received Message Color,接收消息颜色,key_override
Resources.bundle,AUTO_REPLY_TEXT_MATCHING_VALUE_MESSAGE_CONTAINS_SHORT,Contains,包含,key_override
Resources.bundle,CHAT_DETAILS_VIDEO,Video,视频,value_override
Resources.bundle,CLEAR_SELECTED_CHATS_BUTTON,Clear Selected Chats,清空所选聊天,value_override
Resources.bundle,SHARE_SHEET_STYLE_WHITE,White,白色,key_override
Resources.bundle,RECEIVED_COLOR_LABEL,Received Color,接收颜色,key_override
Resources.bundle,SEND_RETURN_KEY_DESC,Replace chat textfield keyboard return key with send button.,将聊天输入框键盘上的回车键替换为发送按钮。,key_override
Resources.bundle,NEVER_SEND_RECEIPTS_TO,Never Send Receipts to...,绝不向以下对象发送已读回执...,key_override
Resources.bundle,CLEAR_CHATS_BUTTON_LABEL,Clear Chats Button,清空聊天按钮,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_TYPE_LABEL,Match Type,匹配类型,key_override
Resources.bundle,NEW_CHAT_OPTIONS_ALERT_MESSAGE,Start a new chat,开始新聊天,key_override
Resources.bundle,AUTO_REPLY_DELETE_ALERT_ACTION,Delete Reply,删除回复,key_override
Resources.bundle,STATUS_CONTACT_GROUPS_CONTACTS_LABEL,Contacts,联系人,value_override
Resources.bundle,MEDIA_DISABLE_SAVE_OUTGOING_DESC,Disable saving sent media taken by WhatsApp built-in camera into your device Photos app.,禁止将通过 WhatsApp 内置相机拍摄并发送的媒体保存到系统相册。,key_override
Resources.bundle,SEND_DELIVERY_RECEIPTS_BUTTON,Send Delivery Receipts,发送送达回执,key_override
Resources.bundle,AUTO_REPLY_TEXT_MATCHING_VALUE_MESSAGE_EQUALS_SHORT,Equals,完全匹配,key_override
Resources.bundle,STICKER_PACKS_PAGE_TITLE,Sticker Packs,贴纸包,key_override
Resources.bundle,CHAT_LIST_FILTER_UNREAD_SHORT_TITLE,Unread,未读,value_override
Resources.bundle,CONTACTS_SPOOFING_ABOUT_HEADER,About,简介,key_override
Resources.bundle,DISMISS,Dismiss,关闭,value_override
Resources.bundle,KEYBOARD_STYLE_LABEL,Keyboard Style,键盘样式,key_override
Resources.bundle,ABOUT_ON_CHATS_LABEL,About On Chat,聊天顶部简介,key_override
Resources.bundle,ARCHIVE_LOCK_LOCK_CONTEXT_MENU_BUTTON,Lock in Archive,锁定到归档,key_override
Resources.bundle,THEME_TABLES_SECTION_TITLE,Tables,表格,key_override
Resources.bundle,HIDE_SETTINGS_LABEL,Hide Settings,隐藏设置,key_override
Resources.bundle,PRIVATE_NOTIFICATION_DESC,"Replace all WhatsApp notifications content with a specific message to protect your privacy.

You can use the original notification by using:
%[title] to get the notification title
%[message] to get the notification message","用自定义消息替换所有 WhatsApp 通知内容，以保护你的隐私。

你也可以通过以下占位符使用原始通知内容：
%[title] 表示通知标题
%[message] 表示通知内容",key_override
Resources.bundle,SHARE_SHEET_STYLE_IMAGE_PICKER,Image Picker,图片选择器,key_override
Resources.bundle,CONTACTS_SPOOFING_ADD_CONTACT,Add Contact,添加联系人,value_override
Resources.bundle,AUTO_REPLY_CONFIGURATION_VALUE_OFF,OFF,关,key_override
Resources.bundle,MESSAGE_SCHEDULER_ENABLE_LABEL,Enable,启用,value_override
Resources.bundle,DISABLE_LARGE_TITLES_LABEL,Disable Large Titles,禁用大标题,key_override
Resources.bundle,CHAT_PROTECTION_LOCK_BUTTON,Lock,锁定,value_override
Resources.bundle,AUTO_REPLY_DELAY_FIVE_MINUTES,5 minutes,5 分钟,key_override
Resources.bundle,EXPORT_SETTINGS_FILES_FOOTER,Settings will be exported in a PLIST file,设置将导出为 PLIST 文件。,key_override
Resources.bundle,CHAT_DETAILS_DELETED,Deleted,已删除,key_override
Resources.bundle,EXPORT_AUDIO_MESSAGES_DESC,Add export button to audio messages context menu,在音频消息的上下文菜单中新增导出按钮。,key_override
Resources.bundle,DARK_MODE_LABEL,Dark Mode,深色模式,key_override
Resources.bundle,AUTO_REPLY_TIME_RANGE_START_HEADER,Start,开始,key_override
Resources.bundle,ARCHIVE_LOCK_UNARCHIVE_ACTION_MESSAGE,"The chat is locked in archive.
Would you like to unlock the chat from archive and unarchive it?","此聊天已锁定在归档中。
是否要将其从归档中解锁并取消归档？",key_override
Resources.bundle,DISABLE_CONTINUOUS_VOICES_PLAYBACK_LABEL,Disable Continous Playback,禁用连续播放,key_override
Resources.bundle,PHOTO_LIBRARY_DOCUMENT_COULD_NOT_GET_FILE,Could not get file URL,无法获取文件 URL,key_override
Resources.bundle,STATUS_DISABLE_AUTO_ADVANCE_LABEL,Disable Auto Advance,禁止自动切换,key_override
Resources.bundle,SET_APP_PASSCODE,Set App Passcode,设置应用密码,key_override
Resources.bundle,CONFIRM_SENDING_STICKER_DESC,Show a confirmation alert before sending a sticker,发送贴纸前显示确认弹窗。,key_override
Resources.bundle,STATUS_SHOW_STATUSES_MESSAGE_BUTTON,Message,消息,value_override
Resources.bundle,DUPLICATE,Duplicate,复制,value_override
Resources.bundle,AUTO_REPLY_MESSAGE_AVAILABLE_TAGS_PROFILE_NAME_DESC,Replaced with contact profile name or group subject,替换为联系人昵称或群组标题。,key_override
Resources.bundle,STATUS_TEXT_SAVE_IMAGE_TO_LIBRARY,Save Image to Library,保存图片到相册,value_override
Resources.bundle,STATUS_DOWNLOAD_GIF_SAVE_AS_GIF,Save as GIF,保存为 GIF,key_override
Resources.bundle,RECORDING_INDICATOR_BUTTON,Recording Indicator,录音状态指示,key_override
Resources.bundle,FULLSCREEN_MODE_DESC,Hide the status bar inside WhatsApp.,隐藏 WhatsApp 内的状态栏。,key_override
Resources.bundle,BATCH_DELETE_MESSAGES_LABEL,Batch Delete Messages,批量删除消息,key_override
Resources.bundle,SUPPORT_SECTION_TITLE,Support,支持,value_override
Resources.bundle,STATUS_DOWNLOAD_BUTTON_DESC,Add a button on bottom right of statuses in order to download it.,在状态页面右下角添加一个下载按钮。,key_override
Resources.bundle,FORCE_RECEIPTS_ACTION_BUTTON_DESC,"A button will be added in the chat actions to manually send read receipts, it will show only when the last message is not marked as read",会在聊天操作中新增一个按钮，用于手动发送已读回执。仅当最后一条消息未标记为已读时才显示。,key_override
Resources.bundle,NEW_CHAT_OPTIONS_DESC,Tapping new chat button will show an alert with the option to enter a phone number to message on WhatsApp without creating a contact for it.,点击新建聊天按钮后，会弹出输入框，可直接输入带国家区号的手机号发起 WhatsApp 聊天，而无需先创建联系人。,key_override
Resources.bundle,AUTO_REPLY_RECIPIENTS_EXCLUDED_CHATS,Excluded Chats,排除的聊天,key_override
Resources.bundle,THEME_LABEL,Theme,主题,value_override
Resources.bundle,CLEAR_CHATS_BUTTON_DESC,Adds a clear button in chats list edit menu to clear chats,在聊天列表编辑菜单中新增一个清空按钮，用于清空聊天。,key_override
Resources.bundle,SHARE_SHEET_UNBLOCK_CONTACT_BUTTON,Unblock Contact,取消拉黑联系人,key_override
Resources.bundle,AUTO_REPLY_TIME_RANGE_LABEL,Time Range,时间范围,key_override
Resources.bundle,STARRED_MESSAGES_PROTECTION_SECTION,Starred Messages Protection,星标消息保护,key_override
Resources.bundle,IMPORT_SETTINGS_FILES_FOOTER,Only PLIST files can be imported,只能导入 PLIST 文件。,key_override
Resources.bundle,SAVE_PROFILE_PHOTOS_LABEL,Save Profile Photos,保存头像,key_override
Resources.bundle,HIDE_CALL_MUTE_DESC,Your contacts will not know that you have muted the microphone during a call.,对方不会知道你在通话中关闭了麦克风。,key_override
Resources.bundle,AUTO_SHOW_KEYBOARD_DESC,Show keyboard directly after you enter a chat,进入聊天后直接显示键盘。,key_override
Resources.bundle,IMPORT_SETTINGS_CONFIRM_MESSAGE,"This will replace your current settings, you can't undo this action",这将替换你当前的设置，且无法撤销此操作。,key_override
Resources.bundle,STATUS_CONTACT_GROUPS_UPDATE_GROUP_LABEL,Update Group,更新分组,key_override
Resources.bundle,AUTO_REPLY_EDIT_TEXT_MATCHING_ENABLE_LABEL,Enable Text Matching,启用文本匹配,key_override
Resources.bundle,HIDE_MUTED_BADGES_LABEL,Hide Muted Badges,隐藏已静音徽标,key_override
Resources.bundle,MANAGE_TABS_ORGANIZE_ENABLED_SECTION_HEADER,Enabled,已启用,value_override
Resources.bundle,MANAGE_ACCOUNT,Manage Account,管理账号,key_override
Resources.bundle,KEYBOARD_STYLE_DARK,Dark,深色,value_override
Resources.bundle,CUSTOM_TONES_PLAY_ERROR_ALERT_MESSAGE,File can not be played,文件无法播放,key_override
Resources.bundle,CHAT_LIST_ACTIONS_CLEAR_ALL_CHATS_DESC,Clear all chats content and media including archived chats,清空所有聊天内容和媒体，包括归档聊天。,key_override
Resources.bundle,OKAY,Okay,好的,value_override
Resources.bundle,STATUS_CONTACT_GROUPS_IMPORT_BUTTON,Import,导入,key_override
Resources.bundle,CUSTOM_TONES_SECTION_LABEL,Custom Tones,自定义提示音,key_override
Resources.bundle,MESSAGE_HISTORY_DELETED_MESSAGE,Deleted Message,已删除的消息,key_override
Resources.bundle,DISABLE_TYPING_DESC,Your contacts will not see you as typing,你的联系人将看不到你正在输入。,key_override
Resources.bundle,AUTO_REPLY_EDIT_NAME_HEADER,Name,名称,value_override
Resources.bundle,CANT_VIEW_CONTACTS_LASTSEEN_CONTENT,"If you freeze your last seen, you will not be able to view your contacts' last seen or online status because WhatsApp server requires a user to be online when requesting a last seen and freezing your last seen stops sending your online status to the server.",如果你冻结了最后上线时间，你将无法查看联系人的最后上线或在线状态，因为 WhatsApp 服务器在请求最后上线时要求用户处于在线状态，而冻结最后上线会停止向服务器发送你的在线状态。,key_override
Resources.bundle,IN_APP_BROWSER_DOMAIN_PLACEHOLDER,Enter any URL,输入任意 URL,key_override
Resources.bundle,MEDIA_DOCS_DELETE_ALERT_MESSAGE,Delete all documents,删除所有文档,key_override
Resources.bundle,GROUPS,Groups,群组,value_override
Resources.bundle,THEME_NAME,Theme Name,主题名称,key_override
